,Name,Rating,Review,Salaries,Jobs
2207,Quinnox,3.8,452,3.3k,35
2208,Keysight Technologies,3.9,452,2.5k,35
2209,MindGate Solutions,3.3,452,2.9k,75
2210,Avaada Energy,4.2,452,1.8k,36
2211,Sri Krishna Pharmaceuticals,3.9,452,1.7k,17
2212,Suzlon Global Services,3.8,451,1.3k,52
2213,BharatPe,3.5,451,2.4k,47
2214,Ascent Business Solutions,3.2,451,2.5k,31
2215,Think Gas Ludhiana,3.6,451,2.2k,49
2216,Addverb Technologies,3.8,451,2.1k,84
2217,OLX Autos,3.9,450,1.4k,28
2218,smartData Enterprises,3.1,450,1.6k,37
2219,Sulekha.com,3.6,450,1.7k,20
2220,Tata International,3.4,450,2.1k,23
2221,Bahwan Engineering,4.1,450,954,25
2222,Indian Bank,3.4,450,1.9k,26
2223,MagicPin,2.6,450,1.8k,60
2224,Alpla,3.9,450,1.7k,32
2225,ByteDance,4.0,450,2.2k,38
2226,Grindwell Norton,3.6,449,1.7k,27
2227,Landis+Gyr,3.0,449,2.7k,33
2228,Oriental Structural Engineers,4.2,449,1.2k,8
2229,Thought Focus,3.4,449,3.3k,48
2230,Kellton,2.9,449,3.4k,59
2231,Mikuni,4.1,448,1.4k,26
2232,Iksula,3.3,448,2k,32
2233,Dana India,4.0,448,1.7k,38
2234,Visaka Industries,3.8,448,1.6k,27
2235,Subex,3.3,448,3.1k,36
2236,Cosmo Films,3.7,449,2k,39
2237,Orient Craft,3.5,448,1.4k,8
2238,Par Pharmaceutical Companies,4.3,448,2k,26
2239,GD Goenka Public School,3.2,448,1.2k,44
2240,Meghmani Organics,3.6,447,2.2k,44
2241,NKG Infrastructure,3.2,448,1.4k,24
2242,Leighton Contractors,4.1,448,1k,17
2243,Flowserve,3.8,448,3.2k,32
2244,Revent Group,3.8,448,676,17
2245,Matrix Business Services,3.4,447,1.9k,41
2246,Stylebaazar,4.0,448,962,35
2247,Walkaroo International,3.6,448,2.1k,43
2248,Bridgestone India Automotive Products,4.0,447,2.2k,29
2249,Amara Raja Infra,4.0,447,1.3k,50
2250,Buzzworks Business Services,3.7,448,1.9k,18
2251,Atomberg Technologies,3.9,447,2.1k,34
2252,Ramco Industries,4.1,446,1.7k,19
2253,ASM Technologies,3.7,446,3.2k,42
2254,Visa,3.3,446,5.7k,153
2255,Novotel Hotels,4.0,446,1.2k,26
2256,Del Monte Foods,3.9,446,1.5k,16
2257,EID Parry (India),3.8,446,1.5k,23
2258,T.v. Sundram Iyengar & Sons,4.0,445,1.1k,9
2259,Star Bazaar,3.9,446,1.4k,21
2260,Numeric UPS,4.0,446,1.1k,13
2261,C-Edge Technologies,3.7,445,2.5k,27
2262,Karvy Data Management,3.0,445,836,2
2263,Voya India,3.6,445,2.7k,28
2264,Gulf Oil Lubricants,4.0,445,1.6k,28
2265,FNP,3.3,445,2.3k,32
2266,Brainvire,2.9,445,1.5k,25
2267,Teradata,3.8,444,3.5k,57
2268,Anthem Biosciences,3.9,444,2.6k,32
2269,MathCo,3.1,444,2.6k,129
2270,Vindhya e-Info Media,3.5,444,1.1k,27
2271,Premier Energies,4.1,444,1.8k,34
2272,Jumbotail Technologies,3.6,444,1.5k,36
2273,Iol Chemicals & Pharmaceuticals,3.8,443,1.8k,24
2274,Micron Technology,3.6,444,4k,79
2275,Gilbarco Veeder Root,3.8,443,2k,26
2276,GS Lab,3.7,442,3.6k,64
2277,Avery Dennison,3.7,442,1.9k,27
2278,Honda Logistics,3.7,443,1.5k,30
2279,Epiroc,4.0,442,2.2k,39
2280,Liberty General Insurance,3.7,441,1.8k,19
2281,Kaar Tech,3.9,441,1.9k,155
2282,Lakme,4.1,441,1.5k,16
2283,L. N. Malviya Infra Projects Group,3.2,442,1.2k,27
2284,Symphony,4.7,441,1k,43
2285,Vijai Electricals,3.9,440,1.3k,18
2286,Fynd,3.2,440,2.1k,67
2287,Thales,3.6,440,3.2k,51
2288,India Glycols,4.0,440,1.8k,34
2289,SPAR Hypermarkets,3.9,439,1.3k,21
2290,Namaste India Foods,3.9,440,1.2k,17
2291,Vishvaraj Environment,4.0,439,1.7k,29
2292,Sany Heavy Industry,3.7,439,1.8k,38
2293,InCred Finance,3.8,439,2.3k,30
2294,Saxo Bank,3.7,439,2.4k,59
2295,Encube Ethicals,3.7,440,2.2k,25
2296,Flamingo Pharmaceuticals,3.3,438,1.8k,32
2297,Aimil Pharmaceuticals,3.5,438,1.8k,24
2298,Aparna Enterprises,3.9,438,1.7k,36
2299,Symbiotec Pharmalab,4.0,438,1.9k,27
2300,Tetra Pak,4.0,438,2.3k,40
2301,CommScope,3.8,439,2.9k,40
2302,Nash Industries,3.7,438,2.2k,33
2303,Greenpanel Industries,3.9,437,1.8k,21
2304,AVAYA,3.2,437,2.8k,46
2305,Stovekraft,4.1,437,1.7k,33
2306,Shalimar Paints,3.4,437,1.5k,29
2307,Kandhari Beverages,3.7,438,1.4k,27
2308,Reshamandi,3.4,436,586,17
2309,Portea Medical,3.9,436,1.3k,30
2310,Paharpur Cooling Towers,4.0,436,1.8k,27
2311,Pratham Education Foundation,4.1,436,908,14
2312,KRBL,3.9,436,1.5k,34
2313,Knowledgeworks Global,3.0,436,2k,33
2314,Hitachi Systems,3.9,437,2.2k,10
2315,Red Hat,4.4,435,3.5k,60
2316,Venky's,3.6,435,1.4k,21
2317,SMEC,3.7,436,1.4k,30
2318,Signature Global,3.9,435,2k,41
2319,MediBuddy,3.4,435,2.2k,37
